Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14, Death_15, Death_16, Death_17, Death_18, Death_19, Death_20, Death_21, Death_22, Death_23, Death_24, Death_25, Death_26, Death_27, Death_28, Death_29, Death_30, Death_31, Death_32, Death_33, Death_34, Death_35, Death_36, Death_37, Death_38, Death_39, Death_40, Death_41, Death_42, Death_43, Death_44, Death_45, Death_46, Death_47, Death_48, Death_49, Death_50, Death_51, Death_52, Death_53, Death_54, Death_55, Death_56, Death_57, Death_58, Death_59, Death_60, Death_61, Death_62, Death_63, Death_64, Death_65, Death_66, Death_67, Death_68, Death_69, Death_70, Death_71, Death_72, Death_73, Death_74, Death_75, Death_76, Death_77, Death_78, Death_79
867, 59, 56, 59, 68, 69, 56, 56, 63, 40, 55, 53, 42, 53, 47, 38, 60, 55, 42, 54, 69, 61, 59, 59, 67, 62, 48, 56, 53, 59, 60, 65, 52, 45, 49, 66, 59, 52, 46, 49, 56, 61, 54, 59, 60, 46, 57, 47, 60, 66, 65, 57, 71, 58, 55, 66, 45, 55, 56, 76, 64, 56, 51, 60, 59, 49, 55, 64, 53, 66, 51, 51, 63, 57, 56, 66, 59, 55, 49, 54, 53
868, 59, 56, 59, 68, 69, 56, 56, 63, 40, 55, 53, 42, 53, 47, 38, 60, 55, 42, 55, 69, 61, 59, 59, 67, 62, 49, 56, 53, 59, 60, 65, 52, 45, 49, 66, 59, 52, 46, 49, 56, 61, 54, 59, 60, 46, 57, 47, 60, 66, 65, 57, 71, 58, 55, 66, 45, 55, 56, 76, 64, 56, 51, 60, 59, 49, 55, 64, 53, 66, 51, 51, 63, 57, 56, 66, 59, 55, 49, 54, 53
869, 59, 56, 59, 68, 69, 56, 56, 63, 41, 55, 53, 43, 53, 47, 38, 60, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 60, 65, 52, 45, 49, 66, 60, 52, 46, 49, 56, 61, 54, 59, 60, 46, 57, 47, 61, 66, 65, 57, 71, 58, 55, 66, 45, 55, 56, 76, 64, 56, 51, 60, 59, 49, 55, 64, 53, 66, 51, 51, 63, 57, 56, 66, 59, 55, 49, 54, 53
870, 59, 56, 59, 68, 70, 56, 56, 63, 42, 55, 53, 43, 53, 47, 38, 60, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 60, 65, 53, 45, 49, 66, 60, 52, 46, 49, 56, 61, 54, 59, 60, 46, 57, 47, 62, 66, 66, 57, 71, 58, 55, 66, 45, 56, 56, 76, 64, 56, 51, 60, 59, 49, 55, 64, 53, 66, 51, 51, 63, 57, 56, 66, 59, 55, 49, 54, 54
871, 59, 56, 59, 68, 70, 56, 56, 63, 42, 55, 53, 43, 53, 47, 38, 60, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 60, 65, 53, 45, 49, 66, 60, 52, 47, 49, 56, 61, 56, 59, 60, 46, 57, 47, 62, 66, 66, 57, 71, 58, 55, 66, 45, 56, 56, 76, 64, 56, 51, 60, 59, 49, 55, 64, 53, 66, 51, 51, 63, 57, 56, 66, 59, 55, 49, 54, 55
872, 59, 56, 59, 68, 70, 56, 56, 63, 42, 55, 53, 43, 53, 47, 38, 60, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 60, 65, 53, 45, 49, 66, 60, 52, 47, 49, 56, 61, 56, 59, 61, 46, 57, 47, 62, 66, 66, 57, 71, 58, 55, 66, 45, 56, 56, 76, 64, 56, 51, 60, 59, 49, 55, 64, 53, 66, 51, 51, 63, 57, 56, 66, 60, 55, 49, 54, 55
873, 59, 56, 59, 68, 70, 56, 56, 63, 42, 55, 53, 43, 53, 47, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 60, 65, 53, 45, 49, 66, 60, 52, 47, 49, 56, 61, 56, 59, 61, 46, 57, 47, 62, 66, 66, 57, 71, 58, 55, 66, 45, 56, 56, 76, 64, 56, 51, 60, 59, 49, 55, 64, 53, 66, 51, 51, 63, 57, 56, 66, 60, 55, 49, 54, 55
874, 59, 56, 59, 68, 70, 56, 56, 63, 42, 55, 53, 43, 53, 47, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 60, 65, 53, 45, 49, 66, 60, 52, 47, 49, 56, 61, 56, 60, 61, 46, 57, 47, 62, 66, 66, 57, 71, 58, 55, 66, 45, 56, 56, 76, 64, 56, 51, 60, 59, 49, 55, 64, 53, 66, 51, 51, 63, 57, 56, 66, 60, 55, 49, 54, 55
875, 59, 56, 59, 68, 70, 56, 56, 63, 42, 55, 53, 43, 53, 47, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 60, 65, 53, 45, 49, 66, 60, 52, 47, 49, 56, 61, 56, 60, 61, 46, 57, 47, 62, 66, 66, 57, 71, 58, 55, 66, 45, 56, 56, 76, 64, 56, 51, 60, 59, 49, 55, 64, 53, 66, 51, 51, 63, 57, 56, 66, 60, 55, 49, 54, 56
876, 59, 56, 59, 68, 70, 56, 56, 63, 42, 55, 53, 43, 53, 47, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 60, 65, 53, 45, 49, 66, 60, 52, 47, 49, 56, 61, 56, 60, 61, 46, 57, 47, 63, 66, 66, 57, 71, 58, 55, 66, 46, 56, 56, 76, 64, 56, 51, 60, 59, 49, 55, 64, 53, 66, 51, 51, 63, 57, 56, 66, 60, 55, 49, 54, 56
877, 59, 56, 59, 68, 70, 56, 56, 63, 42, 55, 53, 43, 53, 47, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 60, 65, 53, 45, 49, 66, 60, 52, 47, 49, 56, 61, 56, 60, 61, 46, 57, 47, 63, 66, 66, 57, 71, 58, 55, 66, 46, 56, 57, 76, 64, 56, 51, 60, 59, 49, 55, 64, 53, 66, 51, 51, 63, 57, 56, 66, 60, 55, 49, 54, 56
878, 59, 56, 59, 68, 70, 56, 56, 63, 42, 55, 53, 43, 53, 47, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 61, 65, 53, 45, 49, 66, 60, 52, 47, 49, 56, 61, 56, 60, 61, 46, 57, 47, 63, 66, 66, 57, 71, 58, 55, 66, 46, 56, 58, 77, 64, 56, 51, 60, 59, 50, 55, 64, 53, 66, 51, 51, 63, 57, 56, 66, 60, 55, 49, 54, 56
879, 59, 56, 59, 68, 70, 57, 56, 63, 42, 55, 53, 44, 53, 47, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 61, 65, 53, 45, 49, 66, 60, 52, 47, 49, 56, 62, 56, 60, 61, 46, 57, 47, 63, 66, 66, 57, 71, 58, 55, 66, 46, 56, 59, 78, 64, 56, 51, 60, 59, 50, 56, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 49, 54, 56
880, 59, 56, 59, 68, 70, 57, 56, 63, 42, 55, 53, 44, 53, 47, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 61, 65, 53, 45, 49, 66, 60, 52, 47, 49, 56, 62, 56, 60, 61, 46, 57, 47, 63, 66, 66, 57, 71, 58, 55, 66, 46, 56, 59, 78, 64, 56, 51, 60, 59, 50, 56, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 49, 54, 56
881, 59, 56, 59, 68, 70, 57, 56, 63, 42, 55, 53, 44, 53, 47, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 61, 65, 53, 45, 49, 66, 60, 52, 47, 50, 56, 62, 56, 60, 61, 46, 57, 47, 63, 66, 67, 57, 71, 58, 55, 66, 46, 56, 59, 78, 64, 56, 51, 60, 59, 50, 56, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 49, 55, 56
882, 59, 56, 59, 68, 70, 57, 56, 63, 42, 55, 53, 44, 53, 47, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 61, 65, 53, 45, 49, 66, 60, 52, 47, 50, 56, 62, 56, 60, 61, 46, 57, 47, 63, 66, 67, 57, 71, 58, 55, 66, 46, 56, 59, 78, 64, 56, 51, 60, 59, 50, 56, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 49, 55, 56
883, 59, 56, 59, 68, 70, 57, 58, 63, 42, 55, 53, 44, 53, 47, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 56, 53, 59, 61, 65, 53, 45, 49, 66, 60, 52, 47, 50, 56, 62, 56, 60, 61, 46, 57, 47, 63, 66, 67, 57, 71, 58, 55, 66, 46, 56, 59, 78, 64, 56, 51, 60, 59, 50, 56, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 49, 55, 56
884, 59, 56, 59, 68, 70, 57, 58, 63, 42, 55, 53, 44, 53, 47, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 59, 61, 65, 56, 45, 49, 66, 60, 52, 47, 50, 56, 62, 56, 60, 61, 46, 57, 47, 63, 66, 67, 57, 71, 58, 55, 66, 46, 56, 59, 78, 64, 56, 51, 60, 59, 50, 56, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 49, 55, 56
885, 59, 56, 59, 68, 70, 57, 58, 63, 42, 55, 53, 44, 53, 48, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 59, 61, 65, 56, 45, 49, 66, 60, 52, 47, 50, 56, 62, 56, 60, 61, 46, 57, 47, 63, 66, 67, 57, 71, 58, 55, 66, 46, 56, 59, 78, 64, 56, 51, 60, 59, 50, 56, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 49, 55, 56
886, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 48, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 60, 61, 65, 56, 45, 49, 66, 60, 52, 47, 50, 56, 62, 56, 60, 61, 46, 57, 47, 63, 66, 67, 57, 71, 59, 55, 66, 46, 56, 59, 78, 64, 56, 51, 60, 59, 50, 56, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
887, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 48, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 60, 61, 65, 56, 45, 49, 66, 60, 52, 47, 50, 56, 62, 56, 61, 61, 46, 57, 47, 63, 66, 67, 57, 71, 60, 55, 66, 47, 56, 59, 79, 64, 56, 51, 60, 59, 50, 56, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
888, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 48, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 60, 61, 65, 56, 45, 50, 66, 60, 52, 47, 50, 56, 62, 56, 61, 61, 47, 57, 47, 63, 66, 67, 57, 71, 60, 55, 66, 47, 56, 59, 79, 65, 56, 51, 61, 59, 50, 56, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
889, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 48, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 60, 61, 65, 56, 45, 50, 66, 60, 52, 47, 50, 56, 62, 56, 61, 61, 47, 57, 47, 63, 66, 67, 57, 71, 60, 55, 66, 47, 56, 59, 79, 65, 56, 51, 61, 59, 50, 57, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
890, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 48, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 60, 61, 65, 56, 45, 50, 66, 60, 52, 47, 50, 56, 62, 56, 61, 61, 47, 58, 47, 63, 66, 67, 57, 71, 60, 55, 66, 48, 56, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
891, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 48, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 61, 61, 65, 56, 45, 50, 66, 60, 52, 47, 50, 56, 62, 56, 61, 61, 47, 58, 47, 63, 66, 67, 57, 71, 60, 55, 66, 48, 56, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
892, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 48, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 61, 61, 66, 56, 45, 51, 66, 60, 52, 47, 50, 56, 62, 56, 61, 61, 48, 58, 47, 63, 66, 67, 57, 71, 60, 55, 66, 48, 56, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 66, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
893, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 48, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 61, 61, 66, 56, 45, 51, 66, 60, 52, 47, 50, 56, 62, 56, 61, 61, 48, 58, 47, 63, 67, 67, 57, 71, 60, 55, 66, 48, 56, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
894, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 49, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 61, 61, 66, 56, 45, 51, 66, 61, 52, 47, 50, 56, 62, 56, 61, 61, 48, 58, 47, 63, 67, 67, 57, 71, 60, 55, 67, 48, 56, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
895, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 49, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 61, 61, 66, 56, 45, 51, 66, 61, 52, 47, 50, 56, 62, 56, 62, 61, 48, 58, 47, 63, 67, 67, 57, 71, 60, 55, 68, 48, 56, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
896, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 49, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 62, 50, 57, 53, 61, 61, 66, 56, 45, 51, 66, 61, 52, 47, 50, 56, 62, 57, 62, 61, 48, 58, 47, 63, 67, 67, 57, 71, 60, 55, 70, 48, 56, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
897, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 49, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 63, 50, 57, 53, 61, 61, 66, 56, 45, 51, 66, 61, 52, 47, 50, 56, 62, 57, 62, 61, 48, 58, 48, 63, 67, 67, 57, 71, 61, 55, 70, 48, 56, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
898, 59, 56, 59, 68, 70, 57, 59, 63, 42, 55, 53, 44, 53, 49, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 63, 50, 58, 53, 61, 61, 66, 56, 45, 51, 66, 61, 52, 48, 50, 56, 62, 57, 62, 61, 48, 58, 48, 63, 67, 67, 57, 71, 61, 55, 70, 48, 56, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
899, 59, 56, 59, 68, 70, 57, 60, 63, 42, 55, 53, 44, 53, 49, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 64, 50, 58, 53, 61, 61, 66, 56, 45, 51, 66, 61, 52, 48, 50, 56, 62, 57, 62, 61, 48, 58, 48, 63, 67, 67, 57, 71, 61, 55, 70, 48, 56, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
900, 59, 56, 59, 68, 70, 57, 60, 63, 42, 55, 53, 44, 53, 49, 38, 61, 55, 42, 55, 69, 61, 59, 60, 67, 64, 50, 58, 53, 61, 61, 66, 56, 45, 51, 66, 61, 52, 48, 50, 56, 62, 57, 62, 61, 48, 58, 48, 63, 67, 67, 57, 71, 61, 55, 70, 48, 56, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
901, 59, 56, 59, 68, 70, 58, 60, 63, 43, 55, 53, 44, 53, 49, 38, 62, 55, 42, 55, 69, 61, 59, 60, 67, 64, 50, 58, 53, 61, 61, 66, 56, 45, 51, 66, 61, 52, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 63, 67, 67, 57, 71, 63, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
902, 59, 56, 59, 68, 70, 58, 60, 63, 43, 55, 53, 44, 53, 49, 38, 62, 55, 42, 55, 69, 61, 59, 60, 67, 64, 50, 58, 53, 61, 61, 66, 56, 45, 51, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 63, 67, 67, 57, 71, 64, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 59, 50, 58, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
903, 59, 56, 59, 68, 70, 58, 60, 63, 43, 55, 53, 44, 53, 49, 38, 62, 55, 42, 55, 69, 61, 59, 60, 67, 65, 50, 58, 53, 61, 61, 66, 56, 45, 51, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 63, 67, 67, 57, 71, 64, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 61, 50, 59, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
904, 59, 56, 59, 68, 70, 58, 60, 63, 43, 55, 53, 44, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 60, 67, 65, 50, 58, 53, 61, 61, 66, 56, 45, 52, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 63, 67, 67, 57, 71, 64, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 61, 50, 59, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
905, 59, 56, 59, 68, 70, 58, 60, 63, 43, 55, 53, 44, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 60, 67, 65, 50, 58, 53, 61, 61, 66, 56, 45, 52, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 63, 67, 67, 57, 71, 65, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 61, 50, 59, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
906, 59, 56, 59, 68, 70, 58, 60, 63, 43, 55, 53, 44, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 50, 58, 53, 61, 61, 66, 56, 46, 52, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 63, 67, 67, 57, 71, 66, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 61, 50, 59, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
907, 59, 56, 59, 68, 70, 58, 60, 63, 43, 55, 53, 44, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 50, 58, 53, 61, 61, 66, 56, 46, 52, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 64, 67, 67, 57, 71, 67, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 62, 50, 59, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
908, 59, 56, 59, 68, 70, 58, 60, 63, 43, 55, 53, 44, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 50, 58, 53, 61, 61, 66, 56, 46, 52, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 64, 67, 67, 57, 71, 68, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 50, 59, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
909, 59, 56, 59, 68, 70, 58, 60, 63, 43, 55, 53, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 50, 58, 53, 61, 61, 66, 56, 46, 52, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 64, 67, 67, 57, 71, 69, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 50, 59, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 50, 55, 56
910, 59, 56, 59, 68, 70, 58, 60, 63, 43, 55, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 50, 58, 53, 61, 61, 66, 56, 46, 52, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 64, 68, 67, 57, 71, 69, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 50, 59, 64, 53, 67, 51, 51, 63, 57, 57, 66, 60, 55, 51, 55, 56
911, 59, 56, 59, 68, 70, 58, 60, 63, 43, 55, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 50, 58, 53, 61, 61, 66, 56, 47, 52, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 64, 68, 67, 57, 71, 71, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 51, 51, 64, 57, 57, 66, 60, 55, 51, 55, 56
912, 59, 56, 59, 68, 70, 58, 61, 63, 43, 55, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 50, 58, 53, 61, 61, 66, 56, 47, 53, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 64, 68, 67, 57, 72, 72, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 51, 51, 64, 57, 57, 66, 60, 56, 51, 55, 56
913, 59, 56, 59, 68, 70, 58, 62, 63, 43, 55, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 50, 58, 53, 61, 61, 67, 56, 47, 53, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 64, 68, 67, 57, 72, 72, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 51, 51, 64, 57, 57, 66, 60, 56, 51, 55, 56
914, 59, 56, 59, 68, 70, 58, 62, 63, 43, 55, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 50, 58, 53, 61, 61, 67, 56, 47, 53, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 64, 68, 67, 57, 72, 73, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 51, 52, 64, 57, 57, 66, 60, 56, 51, 55, 56
915, 59, 56, 59, 68, 70, 58, 62, 63, 43, 55, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 50, 58, 53, 61, 61, 67, 56, 47, 53, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 64, 68, 67, 57, 72, 73, 55, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 51, 52, 64, 57, 57, 66, 60, 56, 51, 55, 56
916, 59, 56, 59, 68, 70, 58, 62, 63, 43, 55, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 58, 53, 61, 61, 67, 56, 48, 53, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 64, 68, 67, 57, 72, 73, 56, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 51, 52, 64, 57, 57, 66, 60, 56, 51, 55, 56
917, 59, 56, 59, 68, 70, 58, 62, 63, 43, 55, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 58, 54, 61, 61, 67, 56, 48, 54, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 64, 68, 67, 57, 72, 73, 56, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 51, 52, 64, 57, 57, 66, 60, 56, 51, 55, 56
918, 59, 56, 59, 68, 70, 58, 62, 63, 43, 55, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 58, 54, 61, 61, 67, 56, 48, 55, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 48, 59, 49, 64, 69, 67, 57, 72, 73, 56, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 51, 52, 64, 58, 57, 66, 60, 56, 51, 55, 56
919, 59, 56, 59, 68, 70, 58, 62, 63, 43, 55, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 58, 54, 61, 61, 67, 56, 48, 55, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 49, 59, 49, 64, 69, 67, 57, 72, 73, 56, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 51, 52, 64, 58, 57, 66, 60, 56, 51, 55, 56
920, 59, 56, 59, 68, 70, 59, 62, 63, 43, 55, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 58, 54, 61, 61, 67, 56, 48, 56, 66, 61, 53, 48, 50, 56, 62, 57, 62, 61, 50, 59, 49, 64, 69, 67, 57, 72, 73, 56, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 51, 52, 65, 58, 57, 66, 60, 56, 51, 55, 56
921, 59, 56, 59, 68, 70, 59, 62, 63, 43, 55, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 58, 54, 61, 61, 67, 56, 48, 56, 66, 62, 53, 48, 50, 56, 62, 57, 62, 61, 50, 59, 49, 64, 69, 67, 57, 72, 73, 56, 70, 48, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 51, 52, 65, 58, 57, 66, 60, 56, 51, 55, 56
922, 59, 56, 59, 68, 70, 59, 62, 63, 45, 56, 54, 45, 53, 50, 38, 62, 55, 42, 55, 69, 61, 59, 61, 67, 65, 51, 58, 54, 61, 61, 67, 56, 48, 57, 66, 62, 53, 48, 50, 56, 63, 57, 62, 61, 50, 59, 49, 64, 69, 67, 57, 72, 73, 56, 70, 49, 57, 59, 79, 65, 56, 51, 61, 63, 51, 59, 64, 53, 67, 51, 52, 66, 58, 57, 66, 60, 56, 51, 55, 56
